From,To,Volume,Cost,Var,prob
256,283,31.0,0.991304633,0.065576178,1.0
257,26,142.0,1.800000127,0.288763887,1.0
257,256,115.0,1.982773827,0.167419841,1.0
257,258,127.8124442,0.54789921,0.020413656,1.0
258,257,223.0,0.548705304,0.001850714,1.0
258,281,162.0,2.139953711,0.675338624,1.0
258,1038,970.8129835,0.740875984,0.052299311,1.0
259,260,708.4967822,0.47552573,0.021968853,1.0
259,1038,166.0,0.01,2.06e-06,0.6976570641841973
259,1047,966.7949262,0.01,2.33e-07,1.0
260,26,434.0,2.280000051,0.63050848,1.0
260,208,539.4967822,1.128287501,0.202565572,1.0
260,259,1132.794926,0.518092114,0.013318062,1.0
261,262,1567.358495,0.841779826,0.065842314,1.0
261,278,172.0,1.131683735,0.057240153,1.0
261,1047,491.0,0.888139165,0.023026807,1.0
262,22,380.0,0.680000051,0.015609999,1.0
262,261,431.0,0.792063348,0.027457242,1.0
262,263,1537.111128,0.583373304,0.036946283,1.0
263,262,653.7526321,0.552379376,0.029847126,1.0
263,264,1343.455609,0.01,4.61e-07,1.0
263,265,193.6555184,0.01,5.29e-06,1.0
264,263,407.0,0.01,1.08e-05,1.0
264,265,157.0,0.01,1.45e-07,0.5284336198736317
264,871,1868.455609,0.611459113,0.004978071,1.0
265,263,246.7526321,0.01,9.93e-06,1.0
265,264,525.0,0.01,1.3e-06,1.0
265,266,350.6555184,0.950520639,0.099109605,1.0
266,24,329.0,1.120000076,0.066812265,1.0
266,265,771.7526321,1.32581696,0.000696764,1.0
266,267,252.6555184,0.73052735,0.009870582,1.0
267,266,750.7526321,0.996310581,0.09241717,1.0
267,268,44.0,0.156521753,0.000277443,0.7663167942365535
267,269,1175.496526,0.673154938,0.012457388,1.0
268,267,532.7526321,0.157077562,3.86e-05,0.8969164940761316
268,272,44.0,0.782608736,0.082844396,1.0
268,274,998.0,1.079817408,0.000282998,1.0
269,268,1246.0,0.615504168,0.026901804,0.6957128027421713
269,270,1175.496526,0.01,5.21e-06,1.0
270,269,1246.0,0.01,1.47e-06,1.0
270,271,319.0,0.01,1.05e-06,1.0
270,356,3348.137623,0.900850568,0.059778065,1.0
271,269,0.0,0.01,6.51e-07,1.0
271,270,2172.641097,0.01,4.39e-06,1.0
271,272,319.0,0.864523531,0.025524045,1.0
272,34,51.0,0.840000025,0.00264118,1.0
272,268,284.7526321,0.786352883,0.063308714,1.0
272,271,2172.641097,1.157261421,0.00021313,1.0
272,295,347.0,0.720673674,0.03589845,1.0
273,33,121.0,1.120000076,0.072883695,1.0
273,267,1184.841007,0.745508208,4.58e-05,1.0
274,33,0.0,1.120000076,0.075078155,1.0
274,275,1146.0,0.424812822,0.024260642,1.0
275,276,222.2473679,0.156822022,0.00389523,0.6181890719954235
275,280,1261.0,0.375173084,0.010548412,1.0
275,294,56.0,0.861019269,0.099869205,1.0
276,273,967.8410072,0.762844224,0.044795934,1.0
276,275,158.0,0.156612596,1.02e-05,1.0
276,277,314.2473679,0.951923417,0.002244816,1.0
277,24,151.0,1.120000076,0.00187598,1.0
277,276,188.0,0.897695136,0.100043445,1.0
277,278,237.2473679,0.294807009,0.003940625,1.0
278,23,226.0,0.560000038,0.015134628,1.0
278,261,190.2473679,1.135897689,0.035522005,1.0
278,277,137.0,0.28810286,0.001831593,1.0
279,276,1029.841007,0.369245571,0.00196181,1.0
280,279,1029.841007,0.167088898,0.001011318,1.0
280,281,1261.0,1.217591147,0.046397269,1.0
281,258,951.0005393,2.240303476,0.322827005,1.0
281,280,1029.841007,1.11392594,0.076598286,1.0
281,282,948.0,0.982925086,0.031429216,1.0
281,293,494.0,0.306679897,0.006552916,1.0
282,35,155.0,1.080000051,0.038922551,1.0
282,281,421.8410072,0.940305621,0.000339838,1.0
282,283,948.0,0.685712795,0.000528383,1.0
283,255,0.0,0.991304398,0.036400485,1.0
283,256,22.0,0.991304449,0.012392044,1.0
283,282,576.8410072,0.668300859,0.06718468,1.0
283,284,979.0,0.95693957,0.000949218,1.0
284,253,912.0,0.405867618,0.025872265,1.0
284,283,598.8410072,0.928656983,0.05911666,0.5184957385161875
284,285,1293.11213,0.188732056,0.004443213,1.0
285,27,1284.0,1.120000076,0.088720587,1.0
285,284,463.0,0.188406178,0.001067632,1.0
285,286,411.1121299,0.608696227,0.002938853,1.0
286,285,797.0,0.608739193,0.000104163,1.0
286,287,411.1121299,0.01,9.7e-07,1.0
287,286,797.0,0.01,1e-05,1.0
287,288,411.1121299,0.333333643,0.001094353,1.0
288,287,797.0,0.333357172,0.010045079,1.0
288,289,0.0,1.330434799,0.236723488,1.0
288,341,411.1121299,0.73913112,0.037226303,1.0
289,38,0.0,2.560000102,1.8e-05,1.0
289,288,0.0,1.330434799,0.109254762,1.0
289,290,611.307893,1.362023023,0.013928774,1.0
290,289,0.0,1.330434799,0.003285846,1.0
290,291,1584.000539,0.504216392,0.011843071,1.0
290,336,197.0,0.481660791,0.001109222,1.0
291,290,197.0,0.370508292,0.016495956,1.0
291,292,1584.000539,0.01,1.58e-05,1.0
292,291,197.0,0.01,1.39e-05,1.0
292,293,1584.000539,1.109276126,0.01540088,1.0
293,35,510.0,1.440000025,0.002562885,1.0
293,281,1578.000539,0.401383115,0.024909671,1.0
293,292,197.0,0.815118289,0.007649923,0.863241037873294
294,33,0.0,0.960000038,0.011791248,1.0
294,275,235.2473679,0.883732697,0.007386031,1.0
294,299,56.0,0.861019269,0.023517196,1.0
295,33,205.0,1.2,0.000103794,0.621504403779707
295,272,2163.393729,0.959060047,0.025405213,1.0
295,296,320.0,0.648399066,0.006612691,1.0
296,295,2270.393729,0.924073287,0.121191154,1.0
296,297,0.0,0.01,1.18e-05,1.0
296,298,320.0,0.01,6.84e-09,1.0
297,296,0.0,0.01,1.04e-05,1.0
297,298,56.0,0.01,7.49e-06,1.0
297,299,235.2473679,0.562375337,0.026778263,1.0
298,296,2270.393729,0.01,1e-05,1.0
298,297,235.2473679,0.01,2.24e-06,0.7799592922432742
298,300,376.0,0.44457581,0.012971708,1.0
299,294,235.2473679,0.883732697,0.071103856,1.0
299,297,56.0,0.547921338,0.015635709,1.0
300,36,149.0,0.6,0.002457084,1.0
300,298,2505.641097,0.653295973,0.062063879,1.0
300,301,357.0,0.555572678,0.037137051,0.6565900044399826
301,300,2073.641097,1.315783258,0.001818024,1.0
301,302,116.0,0.01,1.41e-05,1.0
301,303,241.0,0.01,3.26e-06,1.0
302,301,1422.061055,0.01,1.14e-05,1.0
302,327,116.0,0.888913071,0.000105725,1.0
303,301,651.5800428,0.01,1.56e-05,1.0
303,302,0.0,0.01,3.19e-07,0.9825198744254744
303,304,241.0,0.685876379,2.5e-09,1.0
304,303,651.5800428,0.68825248,0.024001908,1.0
304,305,144.0,1.153286189,0.017893927,1.0
304,310,111.0,0.870389411,0.068441862,1.0
305,37,22.0,0.840000025,0.057468264,1.0
305,304,53.0,1.147990682,0.062988742,1.0
305,306,189.0,0.713035522,0.051633794,1.0
306,305,40.0,0.704385524,0.001423372,1.0
306,307,454.0,0.611177113,0.004050044,1.0
306,380,1973.620059,0.744430345,0.054921441,1.0
307,306,1787.620059,0.686844513,0.05405895,1.0
307,308,309.0,0.01,7.99e-08,1.0
307,309,145.0,0.01,1.49e-05,0.7962611182237509
308,307,956.6200588,0.01,3.15e-07,1.0
308,310,309.0,0.925939812,0.018790013,1.0
309,307,831.0,0.01,8.56e-08,0.5571487633516723
309,308,0.0,0.01,2.89e-08,0.5899766965867863
309,313,145.0,1.481481934,0.198215906,0.9599079167172632
310,304,612.5800428,0.873242141,0.077288668,1.0
310,308,956.6200588,0.930537092,0.053117659,1.0
310,311,266.0,0.333881041,0.01277642,0.7307624304752984
310,328,638.0,0.762322069,0.020181637,1.0
311,41,73.0,0.480000019,0.022712018,1.0
311,310,1119.0,0.354950286,0.00016707,1.0
311,312,220.0,1.000642815,0.04685034,0.7823175121582824
312,42,90.0,1.520000076,0.042800732,1.0
312,311,787.0,1.011384732,0.000734529,1.0
312,314,130.0,0.870411922,0.006152281,1.0
313,42,58.0,1.320000076,0.172591009,1.0
313,309,831.0,1.485059302,0.001078345,1.0
313,315,172.0,0.833334005,0.10492765,1.0
314,312,519.0,0.871635882,0.121134125,1.0
314,315,0.0,0.01,7.11e-06,1.0
314,316,130.0,0.01,1.19e-05,1.0
315,313,472.0,0.83344325,0.110077962,1.0
315,314,0.0,0.01,6.61e-06,1.0
315,316,172.0,0.01,6.05e-06,1.0
316,314,519.0,0.01,1.26e-05,1.0
316,315,472.0,0.01,8.63e-06,1.0
316,317,302.0,0.780171206,0.009304664,0.7125205076019689
317,316,991.0,0.805446296,0.004076074,1.0
317,318,302.0,0.01,4.8e-07,0.5198008068158884
318,317,991.0,0.01,9.86e-06,1.0
318,319,302.0,0.817322238,0.023913252,1.0
319,44,207.0,1.760000102,0.240922387,1.0
319,318,991.0,1.706559305,0.439544363,1.0
319,320,221.0,0.352083156,0.007225575,0.5119939169526061
320,319,52.0,0.351852051,0.009638861,1.0
320,321,211.0,1.81237551,0.199548097,1.0
320,333,10.0,3.652175431,0.374735314,1.0
321,46,11.0,0.760000038,0.00706451,0.5081882834242262
321,320,52.0,1.811594829,0.09020543,0.7808253948860735
321,322,282.7383046,1.306843553,0.110894709,1.0
322,321,58.0,1.304348704,0.018089462,1.0
322,323,0.0,0.01,1.13e-05,1.0
322,324,8.0,0.01,5.36e-06,1.0
322,325,274.7383046,0.01,1.57e-05,1.0
323,322,0.0,0.01,1.41e-05,1.0
323,324,7.0,0.01,1.56e-05,1.0
323,325,506.1121299,0.01,2.48e-08,1.0
323,326,231.0,2.246376858,0.458720072,1.0
324,137,22.0,2.000000127,0.000364667,1.0
324,322,0.0,0.01,1.51e-05,1.0
324,323,0.0,0.01,2.04e-06,1.0
324,325,4.0,0.01,6.46e-06,1.0
325,322,58.0,0.01,3.34e-07,1.0
325,323,231.0,0.01,7.47e-06,1.0
325,324,7.0,0.01,2.08e-06,1.0
325,423,784.8504345,3.116143387,1.156586656,1.0
326,323,513.1121299,2.246385649,0.303566327,1.0
326,335,231.0,1.028985584,0.004106641,1.0
327,39,72.0,0.560000038,0.000285804,1.0
327,302,1422.061055,1.077380376,0.089781635,1.0
327,328,265.0,0.296311841,0.009846552,1.0
328,310,934.2001016,0.762606381,0.014038159,1.0
328,327,1183.061055,0.321598254,0.01453841,1.0
328,329,99.0,1.259274982,0.01778856,1.0
328,337,945.0,1.562830524,0.280238638,0.6225842718931236
329,40,24.0,0.6,9.7e-05,1.0
329,328,1343.261695,1.460714108,0.010957069,1.0
329,330,112.0,1.222250208,0.002622178,1.0
330,329,934.2616954,1.254709248,0.025722913,1.0
330,331,112.0,0.01,7.42e-07,1.0
331,330,934.2616954,0.01,1.27e-06,1.0
331,332,112.0,0.814833472,0.055771428,1.0
332,43,70.0,0.920000013,0.022592535,1.0
332,331,934.2616954,0.836472832,0.008572966,1.0
332,333,77.0,0.259260206,0.006952874,1.0
333,320,0.0,3.652173913,0.290229288,1.0
333,332,351.2616954,0.259314008,0.001960057,1.0
333,334,81.0,1.173916969,0.000540228,1.0
334,46,21.0,0.760000038,0.003549787,1.0
334,333,345.2616954,1.180123262,0.015194707,1.0
334,335,113.0,1.391329383,0.00425389,1.0
335,136,29.0,2.000000127,0.109553491,1.0
335,326,513.1121299,1.028989611,0.041235751,1.0
335,334,11.0,1.391304403,0.016026359,0.5926945370640032
335,348,266.0,1.782608862,0.443899037,1.0
336,38,158.0,2.960000102,1.315929063,1.0
336,290,972.6926463,0.962023023,0.057680513,1.0
336,337,39.0,1.574074387,0.268403064,1.0
337,328,914.9994607,1.561718704,0.015231646,1.0
337,336,336.0005393,1.582281848,0.051170608,1.0
337,338,805.0,0.435174377,0.00691325,1.0
338,127,13.0,5.280000305,0.122119346,1.0
338,337,1072.0,0.436839561,0.000725327,1.0
338,339,792.0,0.507662327,0.001689581,1.0
339,45,173.0,1.680000051,0.00718595,0.7213367803449103
339,338,1072.0,0.509646155,0.011411737,1.0
339,340,793.0,0.33360868,0.000396964,1.0
340,38,205.0,2.560000102,0.2356484,1.0
340,339,493.0,0.333350909,0.016832626,1.0
340,343,797.0,1.174911445,0.158218052,1.0
341,38,49.0,2.960000102,0.168382676,1.0
341,288,797.0,0.739183293,0.00883512,1.0
341,342,362.1121299,1.304348435,0.186397524,1.0
342,341,564.0,1.304357483,0.006025099,0.814629407592758
342,343,119.0,0.01,3.99e-06,0.5373695709983721
342,344,19.0,0.01,3.77e-06,0.838997235633256
342,345,224.1121299,0.01,1.54e-06,1.0
343,340,229.0,1.173913829,0.013453009,0.8316958176766511
343,342,386.0,0.01,9.99e-08,1.0
343,344,243.0,0.01,6.34e-08,1.0
343,345,168.0,0.01,7.95e-06,1.0
344,342,5.0,0.01,3.58e-07,1.0
344,343,69.0,0.01,8.53e-08,1.0
344,345,107.0,0.01,2.1e-07,1.0
344,351,306.0,1.341832839,0.000698498,1.0
345,342,173.0,0.01,2.37e-06,0.9687368610611173
345,343,41.0,0.01,1.19e-05,1.0
345,344,44.0,0.01,1.9e-06,1.0
345,346,499.1121299,1.086523532,0.086441766,1.0
346,345,258.0,1.080191859,0.008477775,0.8748862977333184
346,347,499.1121299,0.01,8.43e-07,1.0
347,346,258.0,0.01,2.64e-07,1.0
347,348,499.1121299,1.986472377,0.099902007,1.0
348,136,36.0,2.000000127,0.157190443,1.0
348,335,471.1121299,1.782612766,0.49319293,1.0
348,347,258.0,1.974896288,0.070374218,1.0
348,353,13.0,5.62318848,2.666219891,1.0
349,27,0.0,1.880000051,0.172409605,1.0
349,244,263.0,1.928917928,0.001988578,1.0
349,350,176.0,2.130083898,0.615346642,1.0
350,349,263.0,2.132938041,0.260838196,1.0
350,351,176.0,0.01,8.29e-06,1.0
350,352,0.0,0.01,4.42e-06,1.0
351,344,181.0,1.34181912,0.174561497,1.0
351,350,263.0,0.01,9.89e-07,1.0
351,352,43.0,0.01,1.19e-05,1.0
352,350,0.0,0.01,4.64e-06,1.0
352,351,5.0,0.01,6.64e-06,1.0
352,353,43.0,3.436363637,0.027356926,1.0
353,135,56.0,2.000000127,0.064078864,1.0
353,241,0.0,5.565217612,0.822712789,1.0
353,348,8.0,5.62318848,1.496337719,1.0
353,352,5.0,3.436363636,0.109673093,1.0
354,25,162.5529306,2.640000153,0.059529423,1.0
354,207,603.0682654,0.896841987,0.008800108,1.0
354,210,135.0,0.445160909,0.01383103,0.9917755002098121
355,356,903.0,0.192699617,0.000192674,1.0
355,357,559.6555184,0.68398869,0.010866224,0.6256696256176913
355,885,2819.815253,0.445722796,0.01104187,1.0
356,270,1565.0,0.68841342,0.008617191,1.0
356,355,3379.470772,0.270610792,0.006068526,1.0
357,356,693.3331487,0.454546476,0.000108959,1.0
357,358,559.6555184,0.290337906,0.001222024,1.0
358,359,1429.655518,0.34913462,0.010749692,1.0
358,360,201.1262197,0.574689037,0.030043708,1.0
358,925,2486.060676,1.290808205,0.004401774,1.0
359,357,693.3331487,0.909092951,0.060381274,1.0
359,358,2486.060676,0.564728606,1.85e-05,1.0
359,368,1429.655518,1.3716002,0.006642155,1.0
360,47,195.1262197,0.4,0.019760858,1.0
360,363,360.0,0.685312191,0.014682796,1.0
361,47,338.0,0.4,0.000852266,1.0
361,359,467.0,0.669047873,2.46e-05,0.9126070075689766
362,47,24.87378033,1.2,0.187582079,0.9971948586334296
362,363,994.6475654,0.336248506,0.004529759,1.0
362,1011,2277.007141,0.446935954,0.005291145,1.0
363,362,1667.007141,0.365034467,0.005792774,1.0
363,364,79.0,0.730472208,0.005095373,1.0
363,366,1342.647565,0.350330542,0.01603042,0.9026902108553602
364,365,79.0,0.286971222,0.005128319,1.0
365,366,286.0,0.73382559,0.000163671,1.0
365,448,79.0,1.09570827,0.171501289,1.0
366,361,430.0,0.292516386,0.002775508,1.0
366,363,1734.007141,0.485698451,0.005678103,1.0
366,367,1363.647565,0.806548366,0.03617285,1.0
367,366,1899.007141,1.330168397,0.221238926,1.0
367,368,0.0,0.01,7.21e-06,1.0
367,369,95.0,0.01,1.48e-05,1.0
367,370,1097.647565,0.01,9.85e-06,1.0
367,371,171.0,0.01,1.84e-06,1.0
368,359,2712.393825,1.493610323,0.000833312,1.0
368,367,0.0,0.01,2.37e-06,1.0
368,369,77.0,0.01,5.42e-06,1.0
368,370,1314.655518,0.01,1.59e-06,1.0
368,371,38.0,0.01,7.96e-06,1.0
369,367,76.0,0.01,4.8e-06,1.0
369,368,156.0,0.01,3.89e-06,1.0
369,370,45.0,0.01,1.57e-07,1.0
369,371,154.0,0.01,3.34e-06,1.0
369,447,325.0,0.790630786,0.013759618,1.0
370,367,605.0,0.01,5.66e-07,1.0
370,368,2254.393825,0.01,7.66e-06,1.0
370,369,39.0,0.01,3.98e-06,1.0
370,371,28.88609329,0.01,1.36e-05,1.0
370,383,2583.590212,1.460818814,0.065686911,1.0
371,367,1218.007141,0.01,1.58e-05,1.0
371,368,302.0,0.01,1.89e-07,1.0
371,369,114.0,0.01,9.58e-06,1.0
371,370,126.2871286,0.01,9.07e-06,1.0
371,372,391.8860933,0.652761176,0.027505712,1.0
372,371,1760.29427,0.731097366,0.06437746,1.0
372,373,391.8860933,0.01,7.59e-06,1.0
373,372,1760.29427,0.01,8.9e-06,1.0
373,374,391.8860933,0.757202982,0.074236896,1.0
374,373,1760.29427,1.316914444,0.059320483,1.0
374,375,391.8860933,0.01,6.6e-06,1.0
375,374,1760.29427,0.01,1.34e-05,1.0
375,376,391.8860933,0.558744868,0.044603267,1.0
376,48,180.0,0.720000013,0.017125311,1.0
376,375,1760.29427,0.953627646,5.62e-05,0.8002022040265327
376,377,338.0,0.289909714,0.008637558,1.0
377,51,13.0,1.480000051,0.045727872,1.0
377,376,1592.408176,0.422781028,0.001459861,1.0
377,378,325.0,0.289434983,0.00562254,0.6737205259303936
378,50,113.0,1.520000076,0.010845682,1.0
378,377,1319.408176,0.345574223,0.001234336,1.0
378,379,403.0,0.56019816,0.021104635,1.0
379,378,940.4081762,0.572471435,0.019559402,1.0
379,380,282.0,0.01,5.5e-08,1.0
379,381,121.0,0.01,1.36e-05,1.0
380,306,491.0,0.713895113,0.004003654,1.0
380,379,918.2942695,0.01,1.36e-06,1.0
380,381,1055.325789,0.01,4.36e-07,0.5567279034981156
381,379,22.11390671,0.01,1.4e-05,1.0
381,380,209.0,0.01,2.19e-06,1.0
381,382,1176.325789,0.966162305,0.110142323,1.0
382,51,30.0,1.000000064,0.038082848,1.0
382,381,231.1139067,0.860942837,0.071387907,1.0
382,391,1352.325789,2.498818063,0.733172878,1.0
383,52,476.2871286,1.080000051,0.109231029,1.0
383,370,2927.279918,1.462662468,0.161480044,1.0
383,384,2107.303084,0.422109189,0.003093325,1.0
384,383,2587.279918,0.545588544,0.03256309,1.0
384,385,240.7676484,0.01,7.07e-06,1.0
384,386,1866.535435,0.01,8.92e-06,1.0
385,384,1076.279918,0.01,3.1e-09,1.0
385,386,0.0,0.01,5.68e-06,1.0
385,443,421.3570101,0.648484492,0.038286585,1.0
386,384,1511.0,0.01,7.55e-06,1.0
386,385,180.5893617,0.01,1.62e-07,0.6339303989622433
386,387,1866.535435,0.986324651,0.130560584,1.0
387,386,1691.589362,0.948790668,0.009280776,1.0
387,388,161.5965755,0.28706575,0.003785925,1.0
387,389,1704.93886,0.257606937,0.000565729,1.0
388,387,10.0,0.286956539,0.000305286,1.0
388,389,584.1139067,0.288493912,0.000132681,1.0
388,439,266.3126542,2.426056435,0.89670973,1.0
388,442,960.0854426,1.177095783,0.126253948,0.5517781929700563
389,387,1681.589362,0.256495545,4e-06,1.0
389,388,1064.801521,0.309446203,0.000995099,1.0
389,390,2289.052767,0.60561689,0.009305366,0.8846023917105905
390,389,2746.390883,0.65453392,0.001854124,1.0
390,391,98.11390671,0.01,2.46e-06,1.0
390,392,2190.93886,0.01,6.18e-07,1.0
391,382,208.1139067,2.034891085,0.210425267,1.0
391,390,513.3257893,0.01,7.11e-06,1.0
391,392,839.0,0.01,7.61e-09,1.0
392,390,2233.065094,0.01,9.7e-07,1.0
392,391,110.0,0.01,2.03e-06,1.0
392,393,3029.93886,0.937893392,0.13535165,1.0
393,56,0.0,4.160000102,0.089661518,1.0
393,392,2343.065094,0.569586142,0.003491976,1.0
393,394,2817.93886,0.442919594,0.025879066,1.0
393,404,232.01202,0.615180149,0.00218687,0.5816977123758716
394,54,5.0,1.360000102,0.099484075,0.7360905247585714
394,393,1950.133217,0.273510996,0.000430465,1.0
394,395,2817.93886,0.715485502,0.057006565,1.0
395,55,0.0,3.800000254,1.450346473,1.0
395,394,1811.077114,0.425612381,0.000506588,1.0
395,396,2823.92684,0.547756571,0.009793638,0.8573450086573695
396,395,1604.065094,0.311651808,0.009815353,1.0
396,397,1423.05099,0.01,3.04e-06,1.0
396,398,1399.88787,0.01,1.27e-05,1.0
396,399,0.987979998,0.01,8.4e-06,1.0
397,396,11.0,0.01,1.89e-06,1.0
397,398,11.0,0.01,6.88e-06,1.0
397,399,0.0,0.01,1.18e-05,1.0
397,1035,1556.985896,0.890176632,0.057297118,1.0
398,396,1593.065094,0.01,1.46e-06,1.0
398,397,94.93490628,0.01,8.39e-06,0.7893905248153826
398,399,35.0,0.01,1.1e-05,1.0
398,406,1486.88787,0.728769445,0.003305028,1.0
399,396,0.0,0.01,7.01e-06,1.0
399,397,39.0,0.01,7.56e-06,0.7955083454889362
399,398,76.0,0.01,5.08e-06,1.0
399,400,35.98798,0.913077192,0.000384034,1.0
400,54,28.0,0.840000025,0.023861623,0.5420384103119302
400,399,115.0,0.915018689,0.001281219,1.0
400,401,7.987979998,0.808695822,0.076805126,0.8700805893708256
401,400,33.0,0.808717708,0.059134075,1.0
401,402,7.987979998,0.01,4.73e-06,1.0
401,403,0.0,0.01,5.17e-06,1.0
402,401,33.0,0.01,2.56e-06,1.0
402,403,105.0,0.01,1.1e-05,1.0
402,405,32.0,0.965241041,7.36e-05,1.0
403,401,0.0,0.01,4.36e-06,1.0
403,402,24.01202,0.01,1.9e-07,1.0
403,404,105.0,0.966735583,0.011928038,1.0
404,54,208.0,0.960000038,0.060555419,1.0
404,393,363.9438966,0.67351106,0.000202793,1.0
404,403,24.01202,0.965226059,0.003978397,1.0
405,53,32.0,0.840000025,0.004522491,1.0
405,402,138.0,0.969172752,0.016324018,1.0
406,57,53.0,0.880000051,0.000933234,1.0
406,398,1723.0,0.755641071,0.042894446,1.0
406,407,1483.88787,0.651834096,0.026261097,1.0
407,58,0.0,3.800000254,1.878153265,1.0
407,406,1495.0,0.652668268,0.049673293,1.0
407,408,1556.88787,1.779884422,0.481852139,1.0
408,407,1165.0,1.721873135,0.305412962,0.8626006504769119
408,409,1494.88787,0.01,7.61e-06,0.9851907977954512
408,410,62.0,0.01,2.96e-06,1.0
409,408,237.0,0.01,1.56e-05,1.0
409,412,1494.88787,3.327313413,0.486929335,1.0
410,408,928.0,0.01,1.93e-07,1.0
410,409,0.0,0.01,3.24e-06,0.9301354150301896
410,411,62.0,1.25925936,0.022390633,1.0
411,63,61.0,0.440000025,0.027347412,1.0
411,410,928.0,1.291636386,4.53e-06,1.0
411,414,81.0,0.907407473,0.069367808,1.0
412,59,1494.88787,0.760000038,0.076133543,1.0
412,409,237.0,2.452407358,0.26797132,1.0
413,59,1894.11213,0.920000013,0.0786307,1.0
413,415,138.0,1.159420328,0.111679077,1.0
413,420,0.0,2.240000153,0.097236509,1.0
414,411,810.0,0.919318893,0.012579825,1.0
414,415,45.0,0.01,3.47e-07,1.0
414,416,36.0,0.01,3.82e-07,1.0
414,417,0.0,0.01,2.83e-07,1.0
415,413,1699.11213,1.238348226,0.001653885,1.0
415,414,0.0,0.01,4.32e-06,1.0
415,416,33.0,0.01,3.61e-07,1.0
415,417,105.0,0.01,2.21e-06,1.0
416,414,810.0,0.01,5.15e-07,1.0
416,415,657.1121299,0.01,5.23e-07,1.0
416,417,518.0,0.01,7.11e-06,1.0
416,419,127.0,0.574074193,0.000824736,1.0
417,414,0.0,0.01,3.87e-06,1.0
417,415,997.0,0.01,2.8e-06,1.0
417,416,58.0,0.01,1.45e-06,1.0
417,418,623.0,0.594324327,0.009841864,1.0
418,63,0.0,2.280000051,0.246949549,1.0
418,64,23.0,0.760000038,0.070340714,0.9363889633270066
418,417,1055.0,0.596765591,0.001027235,1.0
418,428,652.0,0.594360917,0.000888366,1.0
419,64,24.0,0.760000038,0.038731262,1.0
419,416,1985.11213,0.659396545,0.005730503,1.0
419,421,143.0,0.833333671,0.016450411,1.0
420,62,0.0,2.280000051,0.425620378,1.0
420,413,195.0,2.560403383,0.024491837,1.0
421,62,107.0,2.280000051,0.706078741,1.0
421,419,2009.11213,1.808699662,0.009076131,0.5511255054645631
421,422,267.0,1.592679314,0.048359007,1.0
422,421,869.1121299,1.622205701,0.307372328,1.0
422,423,217.0,0.01,9.03e-06,1.0
422,424,7.0,0.01,1.47e-05,1.0
422,425,43.0,0.01,6.41e-07,1.0
423,325,296.0,3.115942356,0.218386604,1.0
423,422,661.1121299,0.01,1.02e-06,1.0
423,424,81.73830457,0.01,1.14e-06,1.0
423,425,42.0,0.01,3.25e-06,1.0
424,422,0.0,0.01,1.48e-06,1.0
424,423,0.0,0.01,1.54e-05,1.0
424,425,0.0,0.01,1.12e-05,1.0
424,427,208.7383046,1.260869597,0.212929958,1.0
425,422,208.0,0.01,3.93e-06,1.0
425,423,79.0,0.01,8.04e-08,1.0
425,424,120.0,0.01,7.55e-06,1.0
425,426,85.0,1.129629915,0.172330523,1.0
426,65,46.0,1.000000064,0.045039287,1.0
426,425,407.0,1.130123581,0.067693423,1.0
426,1030,39.0,0.296296309,0.004408388,1.0
427,424,0.0,1.260869584,0.0824348,1.0
427,428,196.7383046,3.667774158,1.092883604,1.0
427,469,12.0,9.608696094,0.007156608,0.8220654717422771
428,418,1056.0,0.596779686,0.00933874,1.0
428,427,0.0,3.66666674,2.111421415,1.0
428,429,848.7383046,0.594930219,0.04723342,1.0
429,63,18.0,2.280000051,0.286063142,1.0
429,428,1056.0,0.596779686,0.005391348,1.0
429,430,976.7383046,0.537712091,0.01563634,1.0
430,429,1074.0,0.538796335,0.036307092,1.0
430,431,976.7383046,0.01,9.57e-06,1.0
431,430,1074.0,0.01,4.67e-07,1.0
431,432,976.7383046,0.959162131,0.050431858,1.0
432,58,472.0,2.280000051,0.601668762,0.8154748076017219
432,431,1074.0,0.961096187,0.126838493,1.0
432,433,762.7383046,0.783124807,0.007845922,1.0
433,432,1332.0,0.79562516,0.029245838,1.0
433,434,995.6732108,0.930397618,0.043035151,1.0
433,479,153.0,1.637686691,0.128970498,1.0
433,1035,22.0,1.347826161,0.003994388,1.0
434,55,827.9490101,1.120000076,0.13208903,1.0
434,433,1416.0,0.949516835,0.016302016,1.0
434,435,854.6732108,0.435336696,0.001801887,0.8585289001344851
435,56,0.0,0.760000038,0.00035517,1.0
435,434,2102.94901,0.536500947,0.000688658,1.0
435,436,871.6732108,0.333809445,0.011765798,1.0
436,435,2096.94901,0.410038031,0.005315838,1.0
436,437,777.6732108,0.01,4.09e-08,1.0
436,438,94.0,0.01,1.33e-06,1.0
437,436,1484.38179,0.01,1.34e-07,1.0
437,438,0.0,0.01,9.3e-06,1.0
437,474,777.6732108,2.486730412,0.910770647,1.0
438,436,612.56722,0.01,1.15e-05,1.0
438,437,0.0,0.01,5.81e-07,0.6519639866867373
438,439,94.0,0.782609891,0.021912278,1.0
439,388,119.1139067,2.425928556,0.086809795,1.0
439,438,612.56722,0.78779438,0.001668287,1.0
439,440,49.0,1.017393243,0.124399062,1.0
439,473,160.7160786,0.592673291,0.024950503,1.0
440,439,340.9706445,1.028279217,0.068935609,1.0
440,441,1123.279918,1.066086278,0.135048935,1.0
